日,TensorFlow: (日本),PyTorch: (日本),Keras: (日本),Caffe: (日本),Deeplearning4j: (日本)
2018/3/21,0,0,0,0,0
2018/3/22,0,0,0,26,21
2018/3/23,17,20,0,0,0
2018/3/24,0,0,0,0,0
2018/3/25,0,0,0,0,0
2018/3/26,21,0,0,0,51
2018/3/27,0,0,24,0,0
2018/3/28,15,0,30,0,0
2018/3/29,90,0,0,38,0
2018/3/30,19,35,0,20,0
2018/3/31,18,0,0,0,0
2018/4/1,42,0,0,0,26
2018/4/2,42,0,0,62,0
2018/4/3,17,0,0,0,0
2018/4/4,0,0,0,40,0
2018/4/5,0,14,0,0,0
2018/4/6,0,0,0,38,0
2018/4/7,15,0,0,0,0
2018/4/8,31,0,0,0,32
2018/4/9,0,0,17,0,0
2018/4/10,16,0,0,0,0
2018/4/11,0,46,33,0,0
2018/4/12,16,0,0,0,17
2018/4/13,0,0,28,0,0
2018/4/14,17,0,0,17,19
2018/4/15,0,0,0,0,16
2018/4/16,0,17,0,0,0
2018/4/17,21,14,24,0,0
2018/4/18,41,0,0,0,0
2018/4/19,0,21,22,0,0
2018/4/20,0,0,17,0,0
2018/4/21,29,0,16,0,0
2018/4/22,0,0,0,78,0
2018/4/23,0,0,41,0,0
2018/4/24,0,24,44,0,27
2018/4/25,17,0,0,0,0
2018/4/26,0,47,0,0,0
2018/4/27,0,18,28,0,0
2018/4/28,0,0,0,0,0
2018/4/29,0,0,0,0,0
2018/4/30,0,30,0,0,0
2018/5/1,0,0,51,0,0
2018/5/2,0,15,0,0,14
2018/5/3,0,0,0,0,0
2018/5/4,0,100,0,0,0
2018/5/5,0,21,0,0,0
2018/5/6,0,0,0,0,0
2018/5/7,31,0,19,0,31
2018/5/8,0,0,0,0,16
2018/5/9,25,0,0,28,0
2018/5/10,16,0,0,0,0
2018/5/11,0,15,0,29,0
2018/5/12,0,0,0,59,0
2018/5/13,0,0,0,0,0
2018/5/14,0,0,0,22,0
2018/5/15,16,0,0,0,0
2018/5/16,72,16,0,0,31
2018/5/17,27,39,0,0,0
2018/5/18,44,15,0,25,0
2018/5/19,34,0,54,17,0
2018/5/20,0,17,0,0,0
2018/5/21,0,0,0,0,0
2018/5/22,0,0,0,0,0
2018/5/23,0,0,0,0,0
2018/5/24,0,0,0,18,0
2018/5/25,0,0,0,0,0
2018/5/26,0,0,38,0,0
2018/5/27,19,35,50,0,35
2018/5/28,61,17,0,25,67
2018/5/29,0,0,0,0,20
2018/5/30,24,0,15,0,0
2018/5/31,0,0,0,0,0
2018/6/1,58,0,0,0,0
2018/6/2,19,0,0,16,36
2018/6/3,0,0,0,0,0
2018/6/4,0,0,0,0,0
2018/6/5,0,0,0,0,20
2018/6/6,0,25,0,0,29
2018/6/7,19,19,0,24,0
2018/6/8,0,0,41,0,0
2018/6/9,19,0,15,0,0
2018/6/10,47,0,0,0,0
2018/6/11,17,0,0,0,0
2018/6/12,16,0,18,35,0
2018/6/13,32,0,0,32,15
2018/6/14,0,16,0,36,18
2018/6/15,0,0,0,31,0
2018/6/16,0,0,0,24,0
2018/6/17,20,36,0,0,20
2018/6/18,0,34,0,0,0
2018/6/19,19,0,0,0,0
2018/6/20,0,0,0,0,0
2018/6/21,0,0,0,0,0
2018/6/22,0,25,25,0,0
2018/6/23,18,39,0,57,20
2018/6/24,0,16,0,0,0
2018/6/25,0,17,27,26,14
2018/6/26,0,0,0,0,0
2018/6/27,14,0,0,0,0
2018/6/28,0,78,30,19,0
2018/6/29,41,0,0,0,0
2018/6/30,0,0,0,0,0
2018/7/1,0,0,0,0,35
2018/7/2,0,0,24,0,17
2018/7/3,0,46,0,34,17
2018/7/4,20,0,23,0,21
2018/7/5,22,20,17,19,0
2018/7/6,0,0,0,0,0
2018/7/7,0,0,20,0,0
2018/7/8,0,18,0,0,0
2018/7/9,70,0,0,0,0
2018/7/10,0,0,0,0,40
2018/7/11,0,0,27,0,0
2018/7/12,0,0,25,0,0
2018/7/13,17,0,17,0,42
2018/7/14,0,0,0,0,0
2018/7/15,0,0,0,0,0
2018/7/16,0,0,0,0,27
2018/7/17,0,0,0,0,36
2018/7/18,20,0,0,0,0
2018/7/19,0,0,0,0,0
2018/7/20,0,0,43,45,0
2018/7/21,0,0,32,0,0
2018/7/22,17,0,0,0,0
2018/7/23,0,21,0,0,0
2018/7/24,38,0,0,0,0
2018/7/25,20,0,0,0,16
2018/7/26,34,0,0,0,0
2018/7/27,21,0,0,0,0
2018/7/28,0,0,0,0,0
2018/7/29,0,0,32,0,26
2018/7/30,26,0,34,0,0
2018/7/31,0,20,0,0,0
2018/8/1,33,0,0,0,0
2018/8/2,0,0,0,63,18
2018/8/3,0,0,30,0,0
2018/8/4,0,0,0,0,0
2018/8/5,0,0,98,0,34
2018/8/6,0,0,0,0,0
2018/8/7,20,0,0,65,0
2018/8/8,0,0,0,0,0
2018/8/9,0,0,0,0,0
2018/8/10,71,0,0,0,0
2018/8/11,0,36,0,21,0
2018/8/12,0,0,24,0,0
2018/8/13,0,0,29,0,55
2018/8/14,0,0,0,0,49
2018/8/15,0,30,0,0,0
2018/8/16,35,0,19,0,0
2018/8/17,0,0,0,0,0
2018/8/18,61,0,29,24,0
2018/8/19,19,0,0,0,0
2018/8/20,0,0,26,20,0
2018/8/21,20,0,57,0,0
2018/8/22,40,0,0,0,0
2018/8/23,0,0,0,0,32
2018/8/24,25,0,0,0,0
2018/8/25,34,0,0,43,0
2018/8/26,0,0,0,0,0
2018/8/27,22,0,0,0,0
2018/8/28,29,0,0,0,0
2018/8/29,61,0,0,0,0
2018/8/30,30,0,0,0,0
2018/8/31,0,0,0,0,0
2018/9/1,0,0,17,0,0
2018/9/2,0,21,41,0,75
2018/9/3,0,0,0,0,0
2018/9/4,0,0,0,0,0
2018/9/5,37,0,0,0,0
2018/9/6,0,0,0,0,0
2018/9/7,24,35,0,0,0
2018/9/8,0,0,0,0,0
2018/9/9,0,0,0,0,0
2018/9/10,43,0,0,0,46
2018/9/11,0,0,0,0,41
2018/9/12,0,54,0,0,0
2018/9/13,0,0,0,25,0
2018/9/14,0,0,0,44,0
2018/9/15,18,0,0,0,0
2018/9/16,0,0,0,0,0
2018/9/17,0,16,29,0,59
2018/9/18,34,0,0,23,0
2018/9/19,0,0,18,44,0
2018/9/20,0,0,35,60,0
2018/9/21,17,0,45,0,0
2018/9/22,0,26,27,0,21
2018/9/23,0,23,0,0,0
2018/9/24,0,32,0,0,36
2018/9/25,63,0,0,0,0
2018/9/26,34,0,0,0,0
2018/9/27,26,0,0,0,0
2018/9/28,0,0,0,0,0
2018/9/29,0,0,63,0,0
2018/9/30,0,0,0,0,0
2018/10/1,0,0,0,0,0
2018/10/2,55,0,0,19,20
2018/10/3,0,0,0,0,0
2018/10/4,29,0,0,0,0
2018/10/5,19,0,20,0,0
2018/10/6,0,0,0,0,0
2018/10/7,0,0,0,27,0
2018/10/8,0,18,17,0,0
2018/10/9,0,0,0,0,0
2018/10/10,37,0,0,0,0
2018/10/11,0,0,21,0,0
2018/10/12,0,26,0,0,0
2018/10/13,0,0,0,0,0
2018/10/14,0,24,0,23,22
2018/10/15,0,0,0,27,0
2018/10/16,0,0,16,0,0
2018/10/17,0,0,0,0,0
2018/10/18,0,24,0,33,0
2018/10/19,22,0,0,0,0
2018/10/20,37,0,0,0,0
2018/10/21,0,0,0,0,0
2018/10/22,32,0,23,0,0
2018/10/23,0,34,0,0,0
2018/10/24,0,43,0,0,0
2018/10/25,25,41,0,20,0
2018/10/26,0,0,19,56,0
2018/10/27,0,28,0,24,0
2018/10/28,0,26,30,0,0
2018/10/29,0,0,0,0,0
2018/10/30,31,39,26,0,0
2018/10/31,0,43,0,0,0
2018/11/1,24,0,0,30,0
2018/11/2,0,0,19,19,0
2018/11/3,0,0,0,0,0
2018/11/4,0,0,0,0,32
2018/11/5,17,0,0,0,0
2018/11/6,60,0,0,18,0
2018/11/7,22,0,0,0,0
2018/11/8,21,0,0,0,29
2018/11/9,0,0,0,0,0
2018/11/10,0,0,0,0,0
2018/11/11,0,17,0,0,0
2018/11/12,16,0,0,0,27
2018/11/13,0,29,0,0,52
2018/11/14,0,16,0,0,0
2018/11/15,20,73,0,0,0
2018/11/16,0,0,0,0,0
2018/11/17,0,0,0,0,0
2018/11/18,0,0,0,0,19
2018/11/19,66,0,0,0,28
2018/11/20,0,0,0,0,0
2018/11/21,0,0,0,0,0
2018/11/22,0,22,0,0,0
2018/11/23,56,0,0,0,0
2018/11/24,0,0,0,0,43
2018/11/25,0,0,21,0,0
2018/11/26,17,0,0,0,0
2018/11/27,0,37,0,0,0
2018/11/28,0,0,0,100,52
2018/11/29,57,0,0,0,0
2018/11/30,24,0,0,0,36
2018/12/1,0,52,0,0,0
2018/12/2,0,0,0,0,0
2018/12/3,18,0,0,0,0
2018/12/4,19,32,0,0,0
2018/12/5,28,43,23,16,33
2018/12/6,25,0,0,0,44
2018/12/7,0,19,0,0,0
2018/12/8,0,38,0,0,0
2018/12/9,0,35,0,0,25
2018/12/10,29,0,0,0,0
2018/12/11,0,0,0,0,0
2018/12/12,33,0,27,21,0
2018/12/13,21,17,21,18,0
2018/12/14,0,0,0,0,0
2018/12/15,0,0,0,0,0
2018/12/16,0,0,0,0,0
2018/12/17,0,0,0,0,0
2018/12/18,0,0,0,0,0
2018/12/19,20,0,0,0,0
2018/12/20,0,26,43,0,0
2018/12/21,0,0,16,0,0
2018/12/22,59,0,0,33,36
2018/12/23,0,18,0,0,0
2018/12/24,0,0,26,0,0
2018/12/25,0,35,0,0,0
2018/12/26,0,0,0,0,0
2018/12/27,0,0,0,0,0
2018/12/28,0,0,0,0,0
2018/12/29,0,30,0,0,0
2018/12/30,20,19,0,0,0
2018/12/31,0,21,0,0,0
2019/1/1,0,0,43,0,0
2019/1/2,0,0,0,0,0
2019/1/3,0,0,0,0,34
2019/1/4,0,41,24,30,0
2019/1/5,0,0,0,0,0
2019/1/6,0,29,0,0,0
2019/1/7,24,0,0,0,0
2019/1/8,0,0,43,0,0
2019/1/9,0,0,0,0,32
2019/1/10,68,0,0,0,0
2019/1/11,27,50,0,0,0
2019/1/12,0,0,0,0,0
2019/1/13,0,32,0,0,0
2019/1/14,0,0,44,0,0
2019/1/15,0,0,0,0,0
2019/1/16,27,0,0,23,32
2019/1/17,23,0,0,0,0
2019/1/18,0,25,0,0,0
2019/1/19,0,0,27,0,0
2019/1/20,0,0,0,0,0
2019/1/21,0,0,0,0,0
2019/1/22,24,0,0,21,0
2019/1/23,0,22,0,0,38
2019/1/24,73,21,0,0,0
2019/1/25,0,0,20,54,0
2019/1/26,0,0,0,32,0
2019/1/27,0,32,0,57,0
2019/1/28,44,43,27,0,0
2019/1/29,47,0,0,0,0
2019/1/30,32,34,0,0,0
2019/1/31,0,0,0,0,29
2019/2/1,22,0,0,0,0
2019/2/2,0,0,38,0,0
2019/2/3,0,0,0,0,0
2019/2/4,24,0,0,0,0
2019/2/5,0,0,0,0,0
2019/2/6,68,0,0,0,0
2019/2/7,0,0,0,0,0
2019/2/8,0,0,46,0,0
2019/2/9,19,0,0,0,0
2019/2/10,0,36,21,0,0
2019/2/11,0,0,0,0,0
2019/2/12,0,0,0,0,0
2019/2/13,45,0,0,0,0
2019/2/14,0,0,0,0,0
2019/2/15,0,0,0,0,0
2019/2/16,73,0,0,0,38
2019/2/17,0,0,0,0,0
2019/2/18,0,0,29,0,0
2019/2/19,22,29,0,0,0
2019/2/20,0,0,19,0,0
2019/2/21,0,0,0,0,0
2019/2/22,0,0,0,0,0
2019/2/23,0,0,0,0,36
2019/2/24,0,0,0,0,0
2019/2/25,18,0,0,0,0
2019/2/26,0,0,0,0,0
2019/2/27,0,0,0,0,0
2019/2/28,0,33,39,0,0
2019/3/1,0,0,0,24,0
2019/3/2,0,0,0,20,0
2019/3/3,22,35,0,0,0
2019/3/4,0,0,0,25,0
2019/3/5,0,19,0,0,0
2019/3/6,0,0,0,0,24
2019/3/7,0,0,0,0,0
2019/3/8,0,0,0,0,25
2019/3/9,0,0,0,0,0
2019/3/10,0,0,0,0,0
2019/3/11,0,0,0,0,0
2019/3/12,26,0,0,0,0
2019/3/13,37,0,0,0,29
2019/3/14,0,25,0,0,0
2019/3/15,33,0,0,0,0
2019/3/16,0,0,0,0,25
2019/3/17,0,0,0,0,0
2019/3/18,0,0,0,0,0
2019/3/19,20,0,0,0,0
2019/3/20,25,0,25,22,22
2019/3/21,0,0,23,26,0
2019/3/22,0,0,0,0,0
2019/3/23,0,0,0,0,0
2019/3/24,17,0,23,0,0
2019/3/25,19,0,0,0,0
2019/3/26,0,0,0,0,25
2019/3/27,0,0,23,0,29
2019/3/28,30,0,0,46,22
2019/3/29,0,0,0,30,50
2019/3/30,0,0,0,0,0
2019/3/31,0,41,0,0,20
2019/4/1,0,0,38,0,0
2019/4/2,29,19,0,0,0
2019/4/3,43,0,0,0,0
2019/4/4,0,27,29,0,0
2019/4/5,0,0,0,0,0
2019/4/6,0,0,0,28,0
2019/4/7,0,0,84,33,25
2019/4/8,0,0,35,18,0
2019/4/9,0,0,20,0,0
2019/4/10,0,0,0,0,0
2019/4/11,55,0,0,36,0
2019/4/12,0,0,0,0,0
2019/4/13,0,0,0,0,0
2019/4/14,0,0,22,0,0
2019/4/15,54,0,0,0,0
2019/4/16,0,0,0,26,0
2019/4/17,0,22,0,0,0
2019/4/18,0,27,0,25,0
2019/4/19,20,23,0,36,25
2019/4/20,62,0,0,0,0
2019/4/21,0,0,0,0,0
2019/4/22,0,0,27,18,0
2019/4/23,25,0,0,0,0
2019/4/24,0,0,0,0,0
2019/4/25,69,0,0,0,0
2019/4/26,40,0,22,0,0
2019/4/27,0,0,0,0,0
2019/4/28,52,0,0,36,0
2019/4/29,0,40,0,0,0
2019/4/30,0,0,56,0,0
2019/5/1,0,0,0,0,0
2019/5/2,0,21,34,0,0
2019/5/3,45,0,0,0,0
2019/5/4,0,0,0,0,0
2019/5/5,0,0,0,0,0
2019/5/6,0,0,0,0,0
2019/5/7,20,37,41,0,0
2019/5/8,0,33,0,0,0
2019/5/9,0,0,20,0,0
2019/5/10,50,26,48,0,0
2019/5/11,0,0,0,49,0
2019/5/12,0,0,0,56,21
2019/5/13,52,0,0,0,0
2019/5/14,0,0,0,0,0
2019/5/15,0,0,0,0,0
2019/5/16,0,0,0,46,0
2019/5/17,37,67,0,0,0
2019/5/18,0,0,0,21,19
2019/5/19,0,0,53,0,22
2019/5/20,0,0,33,0,0
2019/5/21,0,31,0,0,0
2019/5/22,0,0,0,0,21
2019/5/23,32,0,20,0,0
2019/5/24,23,0,0,0,0
2019/5/25,36,0,0,0,0
2019/5/26,0,0,0,23,0
2019/5/27,0,43,0,0,0
2019/5/28,24,0,31,19,0
2019/5/29,30,0,0,0,0
2019/5/30,0,0,43,54,0
2019/5/31,0,0,42,26,0
2019/6/1,29,44,0,78,0
2019/6/2,0,0,0,100,0
2019/6/3,17,0,0,26,0
2019/6/4,0,0,0,0,0
2019/6/5,0,0,0,0,0
2019/6/6,55,0,19,0,0
2019/6/7,0,26,0,69,0
2019/6/8,0,0,0,0,50
2019/6/9,0,0,0,0,0
2019/6/10,0,0,0,0,0
2019/6/11,0,0,0,0,0
2019/6/12,0,46,0,19,21
2019/6/13,22,39,0,0,0
2019/6/14,62,0,23,0,0
2019/6/15,0,66,0,0,0
2019/6/16,0,0,0,0,24
2019/6/17,29,0,0,0,0
2019/6/18,0,0,0,0,45
2019/6/19,25,71,0,44,0
2019/6/20,55,0,0,0,0
2019/6/21,22,37,58,0,0
2019/6/22,0,0,0,26,0
2019/6/23,0,0,0,0,0
2019/6/24,0,0,0,0,0
2019/6/25,42,0,0,0,31
2019/6/26,25,19,34,36,0
2019/6/27,0,0,0,19,0
2019/6/28,0,36,0,0,0
2019/6/29,0,0,42,0,0
2019/6/30,0,0,0,0,0
2019/7/1,0,0,18,0,0
2019/7/2,0,0,0,0,0
2019/7/3,0,0,0,0,0
2019/7/4,17,23,0,0,0
2019/7/5,0,0,0,23,0
2019/7/6,0,0,0,0,23
2019/7/7,41,0,47,47,0
2019/7/8,0,0,30,0,0
2019/7/9,0,0,0,0,0
2019/7/10,0,0,0,0,0
2019/7/11,0,0,0,18,0
2019/7/12,0,0,90,0,0
2019/7/13,0,0,18,25,0
2019/7/14,0,0,40,0,0
2019/7/15,0,0,0,0,0
2019/7/16,27,0,29,0,0
2019/7/17,75,0,0,0,0
2019/7/18,32,0,37,18,0
2019/7/19,0,0,38,0,0
2019/7/20,0,0,0,0,0
2019/7/21,0,0,0,41,33
2019/7/22,0,0,0,0,0
2019/7/23,0,0,0,0,0
2019/7/24,27,0,0,0,0
2019/7/25,0,0,0,0,0
2019/7/26,0,0,0,0,0
2019/7/27,0,0,0,0,0
2019/7/28,32,0,25,0,0
2019/7/29,0,0,18,0,0
2019/7/30,0,0,0,0,0
2019/7/31,0,37,42,0,80
2019/8/1,0,0,44,0,68
2019/8/2,25,18,0,0,0
2019/8/3,22,0,0,0,0
2019/8/4,90,0,29,0,0
2019/8/5,23,0,0,23,18
2019/8/6,0,0,0,0,0
2019/8/7,0,0,0,0,0
2019/8/8,0,0,39,0,0
2019/8/9,42,0,0,0,0
2019/8/10,0,0,0,0,29
2019/8/11,0,29,0,58,0
2019/8/12,0,0,0,33,0
2019/8/13,20,0,30,0,0
2019/8/14,0,0,0,0,23
2019/8/15,21,28,0,51,17
2019/8/16,0,0,0,0,0
2019/8/17,0,0,0,0,0
2019/8/18,0,0,32,0,59
2019/8/19,0,0,0,0,0
2019/8/20,0,0,0,0,0
2019/8/21,32,0,0,0,0
2019/8/22,0,45,0,23,0
2019/8/23,0,0,0,17,0
2019/8/24,0,30,0,0,0
2019/8/25,0,56,0,0,22
2019/8/26,0,0,0,0,0
2019/8/27,43,0,0,0,0
2019/8/28,0,0,0,0,0
2019/8/29,0,0,0,44,0
2019/8/30,0,0,21,17,0
2019/8/31,0,55,0,0,21
2019/9/1,26,0,26,0,0
2019/9/2,0,21,0,41,0
2019/9/3,0,22,0,0,20
2019/9/4,0,0,0,0,0
2019/9/5,34,0,0,0,0
2019/9/6,0,0,30,0,24
2019/9/7,0,21,0,0,0
2019/9/8,0,0,0,0,0
2019/9/9,0,0,50,0,0
2019/9/10,37,0,20,0,0
2019/9/11,24,0,28,0,0
2019/9/12,0,0,0,0,0
2019/9/13,22,0,0,0,0
2019/9/14,0,0,24,0,0
2019/9/15,41,0,0,0,0
2019/9/16,0,0,0,0,0
2019/9/17,0,21,0,0,0
2019/9/18,0,34,0,54,0
2019/9/19,0,0,26,0,0
2019/9/20,0,0,0,0,0
2019/9/21,0,0,0,0,0
2019/9/22,0,0,0,0,0
2019/9/23,59,0,0,0,21
2019/9/24,0,0,0,0,0
2019/9/25,18,0,60,0,21
2019/9/26,21,0,0,18,0
2019/9/27,0,0,0,38,0
2019/9/28,0,0,35,0,0
2019/9/29,0,0,0,0,0
2019/9/30,0,0,0,0,0
2019/10/1,23,0,0,0,0
2019/10/2,49,18,23,45,0
2019/10/3,0,30,0,0,0
2019/10/4,0,0,0,34,0
2019/10/5,0,48,0,0,0
2019/10/6,0,29,0,0,0
2019/10/7,37,0,30,0,17
2019/10/8,0,69,0,25,0
2019/10/9,0,26,36,17,19
2019/10/10,0,0,0,0,0
2019/10/11,0,18,0,0,0
2019/10/12,0,0,0,0,0
2019/10/13,20,0,0,0,0
2019/10/14,0,23,0,0,0
2019/10/15,0,0,0,0,30
2019/10/16,0,0,0,0,0
2019/10/17,0,0,0,0,0
2019/10/18,49,30,0,34,0
2019/10/19,0,0,0,0,0
2019/10/20,0,0,0,0,0
2019/10/21,0,0,0,0,0
2019/10/22,0,0,0,0,25
2019/10/23,0,0,0,0,17
2019/10/24,23,0,0,0,0
2019/10/25,0,0,0,0,0
2019/10/26,0,0,0,54,27
2019/10/27,0,0,0,0,0
2019/10/28,30,0,0,0,19
2019/10/29,0,0,0,0,0
2019/10/30,0,0,31,0,0
2019/10/31,0,0,0,25,41
2019/11/1,0,40,0,0,0
2019/11/2,0,0,0,0,0
2019/11/3,0,0,0,0,0
2019/11/4,74,0,0,0,0
2019/11/5,31,0,19,0,0
2019/11/6,0,0,0,0,0
2019/11/7,0,0,59,0,0
2019/11/8,29,35,0,0,52
2019/11/9,0,0,50,43,19
2019/11/10,0,0,46,0,0
2019/11/11,0,0,34,37,20
2019/11/12,0,0,0,0,0
2019/11/13,20,0,18,0,0
2019/11/14,0,0,17,0,22
2019/11/15,0,0,0,0,65
2019/11/16,0,0,19,0,0
2019/11/17,0,0,0,0,0
2019/11/18,0,47,0,0,0
2019/11/19,0,35,18,0,0
2019/11/20,0,0,0,0,0
2019/11/21,0,0,30,0,56
2019/11/22,0,0,0,0,0
2019/11/23,0,0,0,0,0
2019/11/24,26,18,0,0,0
2019/11/25,0,0,0,55,0
2019/11/26,56,0,77,18,0
2019/11/27,0,0,0,0,0
2019/11/28,0,22,0,22,0
2019/11/29,0,0,0,0,0
2019/11/30,0,0,0,0,0
2019/12/1,0,0,0,0,0
2019/12/2,32,0,0,0,0
2019/12/3,0,0,0,0,34
2019/12/4,0,28,0,0,0
2019/12/5,0,22,0,0,0
2019/12/6,0,0,0,0,0
2019/12/7,0,22,0,0,30
2019/12/8,0,0,0,0,0
2019/12/9,0,0,0,0,0
2019/12/10,67,0,0,0,0
2019/12/11,0,0,32,0,0
2019/12/12,61,0,0,0,0
2019/12/13,0,33,0,0,0
2019/12/14,0,0,32,0,0
2019/12/15,0,0,0,0,0
2019/12/16,31,0,22,41,0
2019/12/17,23,0,0,0,0
2019/12/18,35,0,0,0,0
2019/12/19,0,0,0,0,0
2019/12/20,20,0,40,0,0
2019/12/21,0,0,0,0,0
2019/12/22,18,37,0,61,0
2019/12/23,0,0,100,0,0
2019/12/24,0,0,0,0,0
2019/12/25,29,0,0,0,0
2019/12/26,0,33,0,0,0
2019/12/27,57,0,24,0,0
2019/12/28,0,0,32,0,0
2019/12/29,0,0,0,25,0
2019/12/30,0,0,0,0,0
2019/12/31,0,75,0,0,0
2020/1/1,0,0,0,0,0
2020/1/2,30,0,0,0,29
2020/1/3,0,0,0,0,0
2020/1/4,0,0,56,0,0
2020/1/5,0,0,0,0,0
2020/1/6,0,0,56,0,39
2020/1/7,0,0,0,0,0
2020/1/8,24,43,0,0,0
2020/1/9,47,25,0,0,0
2020/1/10,34,52,0,32,0
2020/1/11,0,0,0,0,19
2020/1/12,0,0,35,0,31
2020/1/13,0,0,0,35,0
2020/1/14,32,0,0,0,0
2020/1/15,0,0,38,0,0
2020/1/16,0,0,0,0,0
2020/1/17,0,0,0,0,0
2020/1/18,0,0,0,0,88
2020/1/19,0,0,24,0,0
2020/1/20,0,0,0,78,36
2020/1/21,33,0,36,0,0
2020/1/22,0,29,0,0,0
2020/1/23,0,0,0,0,0
2020/1/24,0,0,0,28,0
2020/1/25,0,0,0,26,0
2020/1/26,0,0,0,23,68
2020/1/27,38,0,0,0,0
2020/1/28,0,0,0,0,0
2020/1/29,0,35,46,0,0
2020/1/30,77,0,0,0,0
2020/1/31,0,0,0,0,0
2020/2/1,0,0,0,0,31
2020/2/2,0,0,0,0,32
2020/2/3,22,25,0,0,0
2020/2/4,0,0,0,32,0
2020/2/5,0,0,0,0,0
2020/2/6,0,0,0,0,0
2020/2/7,0,0,0,0,0
2020/2/8,30,0,0,38,0
2020/2/9,0,0,29,0,0
2020/2/10,61,0,0,0,0
2020/2/11,21,26,0,0,0
2020/2/12,0,0,0,0,0
2020/2/13,39,0,0,0,0
2020/2/14,0,0,0,25,0
2020/2/15,0,19,0,0,0
2020/2/16,0,0,0,0,0
2020/2/17,0,0,0,0,0
2020/2/18,0,0,28,0,0
2020/2/19,0,0,0,0,0
2020/2/20,44,0,0,24,0
2020/2/21,0,32,0,0,0
2020/2/22,0,0,0,0,21
2020/2/23,0,0,21,0,0
2020/2/24,0,0,0,0,0
2020/2/25,34,0,0,0,0
2020/2/26,45,19,0,0,0
2020/2/27,0,0,0,0,31
2020/2/28,0,33,59,0,0
2020/2/29,0,0,22,0,0
2020/3/1,0,37,0,27,0
2020/3/2,0,32,50,19,0
2020/3/3,26,0,42,0,0
2020/3/4,0,0,0,0,18
2020/3/5,0,0,0,0,19
2020/3/6,0,0,0,0,0
2020/3/7,0,0,30,22,23
2020/3/8,18,30,0,0,0
2020/3/9,0,0,0,0,0
2020/3/10,30,0,50,0,0
2020/3/11,0,0,0,0,0
2020/3/12,0,36,0,0,0
2020/3/13,26,24,0,0,20
2020/3/14,0,20,0,0,0
2020/3/15,0,51,27,0,0
2020/3/16,0,0,0,0,21
2020/3/17,0,22,0,24,0
2020/3/18,23,0,0,30,0
2020/3/19,18,18,0,0,0
2020/3/20,0,0,0,0,0
2020/3/21,0,0,0,0,0
2020/3/22,0,0,0,0,0
2020/3/23,0,19,18,0,22
2020/3/24,36,0,23,0,0
2020/3/25,0,56,0,23,0
2020/3/26,31,0,18,0,0
2020/3/27,62,0,0,0,0
2020/3/28,0,0,0,20,0
2020/3/29,0,0,18,0,0
2020/3/30,0,0,0,0,0
2020/3/31,0,0,0,0,18
2020/4/1,0,0,19,0,0
2020/4/2,0,0,26,0,27
2020/4/3,0,0,0,17,21
2020/4/4,0,0,0,55,0
2020/4/5,0,0,0,0,0
2020/4/6,0,18,0,0,0
2020/4/7,0,0,0,26,0
2020/4/8,0,0,0,0,0
2020/4/9,24,0,0,0,0
2020/4/10,0,56,17,0,0
2020/4/11,48,0,0,0,31
2020/4/12,0,0,0,39,0
2020/4/13,0,50,0,0,0
2020/4/14,0,0,0,0,0
2020/4/15,19,67,0,33,0
2020/4/16,0,0,17,0,0
2020/4/17,63,42,18,0,23
2020/4/18,29,0,58,88,0
2020/4/19,0,21,0,0,0
2020/4/20,0,23,0,0,0
2020/4/21,0,0,0,32,20
2020/4/22,33,0,0,0,0
2020/4/23,30,46,0,19,0
2020/4/24,0,85,0,0,29
2020/4/25,20,0,0,0,0
2020/4/26,19,0,0,0,0
2020/4/27,0,17,0,0,0
2020/4/28,0,22,0,0,0
2020/4/29,0,0,0,0,0
2020/4/30,0,0,0,0,0
2020/5/1,0,0,0,0,0
2020/5/2,0,0,34,0,0
2020/5/3,0,0,0,0,0
2020/5/4,0,0,0,0,0
2020/5/5,0,25,14,30,22
2020/5/6,0,0,0,0,0
2020/5/7,0,0,27,0,27
2020/5/8,0,0,67,0,0
2020/5/9,0,0,0,0,0
2020/5/10,0,0,38,0,29
2020/5/11,50,0,0,0,0
2020/5/12,0,0,0,26,0
2020/5/13,0,0,0,17,0
2020/5/14,0,0,0,18,0
2020/5/15,0,0,0,0,0
2020/5/16,33,0,0,0,0
2020/5/17,42,0,0,19,19
2020/5/18,0,0,0,0,0
2020/5/19,18,0,0,38,27
2020/5/20,0,0,46,0,0
2020/5/21,28,0,0,71,0
2020/5/22,0,0,0,0,22
2020/5/23,0,0,0,0,0
2020/5/24,0,58,0,0,0
2020/5/25,0,0,0,0,0
2020/5/26,63,0,0,0,0
2020/5/27,35,30,21,0,32
2020/5/28,0,17,0,0,20
2020/5/29,0,0,20,0,0
2020/5/30,0,0,0,0,0
2020/5/31,0,0,64,0,0
2020/6/1,0,0,0,0,0
2020/6/2,19,0,0,0,22
2020/6/3,36,0,21,0,0
2020/6/4,0,16,0,21,0
2020/6/5,20,0,28,0,0
2020/6/6,0,0,0,0,0
2020/6/7,0,0,50,0,0
2020/6/8,100,51,0,0,19
2020/6/9,0,15,22,32,0
2020/6/10,0,24,0,22,26
2020/6/11,0,0,0,0,44
2020/6/12,0,0,0,46,31
2020/6/13,39,30,0,0,0
2020/6/14,0,0,0,0,0
2020/6/15,19,0,0,0,0
2020/6/16,0,0,45,0,0
2020/6/17,28,0,0,0,0
